"ZDB-GENE-040426-768","actr10","GO:0098958","","retrograde axonal transport of mitochondrion","Danio rerio","IBA"
"ZDB-GENE-040426-768","actr10","GO:0098958","","retrograde axonal transport of mitochondrion","Danio rerio","IMP"
"ZDB-GENE-040426-768","actr10","GO:1904115","","axon cytoplasm","Danio rerio","IMP"
"ZDB-GENE-100805-1","adcy1b","GO:0016199","","axon midline choice point recognition","Danio rerio","IGI"
"ZDB-GENE-100805-1","adcy1b","GO:0031290","","retinal ganglion cell axon guidance","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0016199","","axon midline choice point recognition","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0016199","","axon midline choice point recognition","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0016199","","axon midline choice point recognition","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0016199","","axon midline choice point recognition","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0031290","","retinal ganglion cell axon guidance","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0031290","","retinal ganglion cell axon guidance","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0031290","","retinal ganglion cell axon guidance","Danio rerio","IGI"
"ZDB-GENE-070912-197","adcy8","GO:0031290","","retinal ganglion cell axon guidance","Danio rerio","IMP"
"ZDB-GENE-030131-3671","adgrg1","GO:0048932","","myelination of posterior lateral line nerve axons","Danio rerio","IGI"
"ZDB-GENE-041014-357","adgrg6","GO:0048932","","myelination of posterior lateral line nerve axons","Danio rerio","IMP"
"ZDB-GENE-041014-357","adgrg6","GO:0048932","","myelination of posterior lateral line nerve axons","Danio rerio","IMP"
"ZDB-GENE-041014-357","adgrg6","GO:0048932","","myelination of posterior lateral line nerve axons","Danio rerio","IMP"
"ZDB-GENE-030131-1033","agrn","GO:0007409","","axonogenesis","Danio rerio","IMP"
"ZDB-GENE-030131-1033","agrn","GO:0007409","","axonogenesis","Danio rerio","IMP"
"ZDB-GENE-990415-30","alcama","GO:0007409","","axonogenesis","Danio rerio","IMP"
"ZDB-GENE-990415-30","alcama","GO:0030424","","axon","Danio rerio","IDA"
"ZDB-GENE-030131-1768","alcamb","GO:0030424","","axon","Danio rerio","IDA"
"ZDB-GENE-030131-1768","alcamb","GO:0031290","","retinal ganglion cell axon guidance","Danio rerio","IMP"
"ZDB-GENE-030131-1768","alcamb","GO:0060385","","axonogenesis involved in innervation","Danio rerio","IMP"
"ZDB-GENE-030131-8369","aldoaa","GO:0007409","","axonogenesis","Danio rerio","IMP"
"ZDB-GENE-070402-2","als2a","GO:0007409","","axonogenesis","Danio rerio","ISS"
"ZDB-GENE-070402-2","als2a","GO:0030424","","axon","Danio rerio","ISS"
"ZDB-GENE-060503-114","amigo1","GO:0007413","","axonal fasciculation","Danio rerio","IEA"
"ZDB-GENE-091113-6","ank1b","GO:0043194","","axon initial segment","Danio rerio","IBA"
"ZDB-GENE-041114-3","ankrd9","GO:0043194","","axon initial segment","Danio rerio","IBA"
