"ZDB-GENE-081022-45","acd","GO:0042162","","telomeric DNA binding","Danio rerio","IBA"
"ZDB-GENE-081022-45","acd","GO:0042162","","telomeric DNA binding","Danio rerio","IDA"
"ZDB-GENE-040914-55","adnp2a","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-061215-112","adnpa","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-061215-112","adnpa","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-061215-112","adnpa","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-061215-112","adnpa","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-030131-6385","adnpb","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-030131-6385","adnpb","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-030131-6385","adnpb","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-030131-6385","adnpb","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-030131-6385","adnpb","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-040426-2885","aebp2","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-110411-190","aff2","GO:0003690","","double-stranded DNA binding","Danio rerio","IBA"
"ZDB-GENE-030219-193","aff3","GO:0003690","","double-stranded DNA binding","Danio rerio","IBA"
"ZDB-GENE-100910-5","aff4","GO:0003690","","double-stranded DNA binding","Danio rerio","IBA"
"ZDB-GENE-020531-2","ahr1a","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050922-1","ahr1b","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-990714-16","ahr2","GO:0003677","contributes_to","DNA binding","Danio rerio","IDA"
"ZDB-GENE-990714-16","ahr2","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-990714-16","ahr2","GO:0043565","","sequence-specific DNA binding","Danio rerio","IPI"
"ZDB-GENE-051018-1","ahrra","GO:0003677","","DNA binding","Danio rerio","IDA"
"ZDB-GENE-071008-4","aire","GO:0000977","","RNA polymerase II regulatory region sequence-specific DNA binding","Danio rerio","IBA"
"ZDB-GENE-071008-4","aire","GO:0000977","","RNA polymerase II regulatory region sequence-specific DNA binding","Danio rerio","IBA"
"ZDB-GENE-071008-4","aire","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-071008-4","aire","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-040426-2303","akap8l","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050419-191","alx1","GO:0000977","","RNA polymerase II regulatory region sequence-specific DNA binding","Danio rerio","IBA"
"ZDB-GENE-050419-191","alx1","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050419-191","alx1","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050419-191","alx1","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050419-191","alx1","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050419-191","alx1","GO:0043565","","sequence-specific DNA binding","Danio rerio","IEA"
"ZDB-GENE-070712-3","alx4a","GO:0000977","","RNA polymerase II regulatory region sequence-specific DNA binding","Danio rerio","IBA"
"ZDB-GENE-070712-3","alx4a","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-070712-3","alx4a","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-070712-3","alx4a","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-070712-3","alx4a","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-070712-3","alx4a","GO:0043565","","sequence-specific DNA binding","Danio rerio","IEA"
"ZDB-GENE-050208-140","alx4b","GO:0000977","","RNA polymerase II regulatory region sequence-specific DNA binding","Danio rerio","IBA"
"ZDB-GENE-050208-140","alx4b","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050208-140","alx4b","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050208-140","alx4b","GO:0003677","","DNA binding","Danio rerio","IEA"
"ZDB-GENE-050208-140","alx4b","GO:0003677","","DNA binding","Danio rerio","IEA"
